init,final,1,x,y,target
0,0,1,0,0,1
0,0,1,1,1,1
0,0,1,2,1,1
0,0,1,3,2,1
0,0,1,4,2,1
0,0,1,5,3,1
0,0,1,6,3,1
0,0,1,7,4,1
0,0,1,8,4,1
0,0,1,9,5,1
0,0,1,10,5,1
0,0,1,11,6,1
0,0,1,12,6,1
0,0,1,13,7,1
0,0,1,14,7,1
0,0,1,15,8,1
0,0,1,16,8,1
0,0,1,17,9,1
0,0,1,18,9,1
0,0,1,19,10,1
0,0,1,20,10,1
0,0,1,21,11,1
0,0,1,22,11,1
0,0,1,23,12,1
0,0,1,24,12,1
0,0,1,25,13,1
0,0,1,26,13,1
0,0,1,27,14,1
0,0,1,28,14,1
0,0,1,29,15,1
0,0,1,30,15,1
0,0,1,31,16,1
0,0,1,32,16,1
0,0,1,33,17,1
0,0,1,34,17,1
0,0,1,35,18,1
0,0,1,36,18,1
0,0,1,37,19,1
0,0,1,38,19,1
0,0,1,39,20,1
0,0,1,40,20,1
0,0,1,41,21,1
0,0,1,42,21,1
0,0,1,43,22,1
0,0,1,44,22,1
0,0,1,45,23,1
0,0,1,46,23,1
0,0,1,47,24,1
0,0,1,48,24,1
0,0,1,49,25,1
0,0,1,50,25,1
0,0,1,51,26,1
0,0,1,52,26,1
0,0,1,53,27,1
0,0,1,54,27,1
0,0,1,55,28,1
0,0,1,56,28,1
0,0,1,57,29,1
0,0,1,58,29,1
0,0,1,59,30,1
0,0,1,60,30,1
0,0,1,61,31,1
0,0,1,62,31,1
0,0,1,63,32,1
0,0,1,64,32,1
0,0,1,65,33,1
0,0,1,66,33,1
0,0,1,67,34,1
0,0,1,68,34,1
0,0,1,69,35,1
0,0,1,70,35,1
0,0,1,71,36,1
0,0,1,72,36,1
0,0,1,73,37,1
0,0,1,74,37,1
0,0,1,75,38,1
0,0,1,76,38,1
0,0,1,77,39,1
0,0,1,78,39,1
0,0,1,79,40,1
0,0,1,80,40,1
0,0,1,81,41,1
0,0,1,82,41,1
0,0,1,83,42,1
0,0,1,84,42,1
0,0,1,85,43,1
0,0,1,86,43,1
0,0,1,87,44,1
0,0,1,88,44,1
0,0,1,89,45,1
0,0,1,90,45,1
0,0,1,91,46,1
0,0,1,92,46,1
0,0,1,93,47,1
0,0,1,94,47,1
0,0,1,95,48,1
0,0,1,96,48,1
0,0,1,97,49,1
0,0,1,98,49,1
0,0,1,99,50,1
0,0,1,100,50,1
0,0,1,2,1,1
0,0,1,4,2,1
0,0,1,6,3,1
0,0,1,8,4,1
0,0,1,10,5,1
0,0,1,12,6,1
0,0,1,14,7,1
0,0,1,16,8,1
0,0,1,18,9,1
0,0,1,20,10,1
0,0,1,22,11,1
0,0,1,24,12,1
0,0,1,26,13,1
0,0,1,28,14,1
0,0,1,30,15,1
0,0,1,32,16,1
0,0,1,34,17,1
0,0,1,36,18,1
0,0,1,38,19,1
0,0,1,40,20,1
0,0,1,42,21,1
0,0,1,44,22,1
0,0,1,46,23,1
0,0,1,48,24,1
0,0,1,50,25,1
0,0,1,52,26,1
0,0,1,54,27,1
0,0,1,56,28,1
0,0,1,58,29,1
0,0,1,60,30,1
0,0,1,62,31,1
0,0,1,64,32,1
0,0,1,66,33,1
0,0,1,68,34,1
0,0,1,70,35,1
0,0,1,72,36,1
0,0,1,74,37,1
0,0,1,76,38,1
0,0,1,78,39,1
0,0,1,80,40,1
0,0,1,82,41,1
0,0,1,84,42,1
0,0,1,86,43,1
0,0,1,88,44,1
0,0,1,90,45,1
0,0,1,92,46,1
0,0,1,94,47,1
0,0,1,96,48,1
0,0,1,98,49,1
0,0,1,100,50,1
0,0,1,102,51,1
0,0,1,104,52,1
0,0,1,106,53,1
0,0,1,108,54,1
0,0,1,110,55,1
0,0,1,112,56,1
0,0,1,114,57,1
0,0,1,116,58,1
0,0,1,118,59,1
0,0,1,120,60,1
0,0,1,122,61,1
0,0,1,124,62,1
0,0,1,126,63,1
0,0,1,128,64,1
0,0,1,130,65,1
0,0,1,132,66,1
0,0,1,134,67,1
0,0,1,136,68,1
0,0,1,138,69,1
0,0,1,140,70,1
0,0,1,142,71,1
0,0,1,144,72,1
0,0,1,146,73,1
0,0,1,148,74,1
0,0,1,150,75,1
0,0,1,152,76,1
0,0,1,154,77,1
0,0,1,156,78,1
0,0,1,158,79,1
0,0,1,160,80,1
0,0,1,162,81,1
0,0,1,164,82,1
0,0,1,166,83,1
0,0,1,168,84,1
0,0,1,170,85,1
0,0,1,172,86,1
0,0,1,174,87,1
0,0,1,176,88,1
0,0,1,178,89,1
0,0,1,180,90,1
0,0,1,182,91,1
0,0,1,184,92,1
0,0,1,186,93,1
0,0,1,188,94,1
0,0,1,190,95,1
0,0,1,192,96,1
0,0,1,194,97,1
0,0,1,196,98,1
0,0,1,198,99,1
0,0,1,200,100,1

